InvoiceLineID,country,cancelled,name,orgID,currency,salesman,validInvoice,InvoiceID,LineNum,Edition,ValidFrom,ValidTo,Amount,Tax,IsTransferrable,Renewed,Computers,numberTransferable,numberStandard,ComputersToRenew
1,Australia,0,AMR Australia,5072088a-5e82-4024-b1d1-b159d7cae07c,AUD,,1,65295856-d741-48db-a151-cf651d26f48c,0,P,1242000000000,1257897600000,3747.5,374.75,0,1,5,0,5,
2,Australia,0,Analytical Thinking,53bcbcb5-bd71-45c7-a836-2035b4fc471a,AUD,,0,125cc85b-e992-42ee-be9d-e99fa937415f,0,P,1221696000000,1253232000000,0,0,0,1,1,0,0,
3,Australia,0,Andrew Kelly Strategic Planning and Research (AKSPAR),1bfbe724-8e6a-4808-8b49-26f8bdb4ced2,AUD,,0,e6783517-674a-4936-970e-770ac125e963,0,P,1235520000000,1267833600000,0,0,0,1,1,0,0,
4,Australia,0,Market Logic Asia Pty Ltd,3524db2f-a851-4933-aae5-40ba614275c4,AUD,4,1,3f69f8b2-11e5-42cc-bf87-aa85e425f1cd,0,P,1231113600000,1265241600000,1499,136.27000000000001,0,1,1,0,1,
5,Australia,0,Market Logic Asia Pty Ltd,3524db2f-a851-4933-aae5-40ba614275c4,AUD,4,1,3f69f8b2-11e5-42cc-bf87-aa85e425f1cd,1,P,1232496000000,1265500800000,1499,136.27000000000001,0,1,1,0,1,
6,Australia,0,Market Logic Asia Pty Ltd,3524db2f-a851-4933-aae5-40ba614275c4,AUD,4,1,3f69f8b2-11e5-42cc-bf87-aa85e425f1cd,2,B,1235001600000,1266537600000,849,77.180000000000007,0,1,1,0,1,
7,Australia,0,Market Logic Asia Pty Ltd,3524db2f-a851-4933-aae5-40ba614275c4,AUD,4,1,3f69f8b2-11e5-42cc-bf87-aa85e425f1cd,3,B,1235001600000,1266537600000,849,77.180000000000007,0,1,1,0,1,
8,Australia,0,BP Australia Pty Ltd,8c4417d3-e934-4170-a74c-19ad8e178f1c,AUD,,1,a94eedc2-478a-46dc-a75e-4c253de2fdaa,0,P,1246579200000,1280793600000,1499,136.27000000000001,0,1,1,0,1,
9,Australia,0,Catalyst Research,2cbf9877-21de-4cbf-86d4-009569367476,AUD,4,1,4088e809-1fff-49d5-a718-a354f9112aea,0,P,1236816000000,1268352000000,1499,136.27000000000001,0,1,1,0,1,
10,Australia,0,Catalyst Research,2cbf9877-21de-4cbf-86d4-009569367476,AUD,4,1,4088e809-1fff-49d5-a718-a354f9112aea,1,P,1236816000000,1268352000000,1499,136.27000000000001,0,1,1,0,1,
11,Australia,0,Chant Link & Associates,1be9c743-b0fb-4c73-bf68-059c794516e6,AUD,4,1,c72f3dd1-4895-4ec5-8ef0-8ea0bc888f25,0,P,1243900800000,1273276800000,7495,681.36000000000001,0,1,5,0,5,
12,Australia,0,Crosby|Textor,f9925f1f-5f55-4d9a-a5bf-df1f79789bf3,AUD,,1,c53d7edd-988d-48fc-ae89-9bbae2e47eb1,0,P,1240099200000,1271635200000,1499,136.27000000000001,0,1,1,0,1,
13,Australia,0,D&M Research Pty Limited,386e23d5-3815-442c-89d9-39df6fbe61e7,AUD,,1,42f53776-ea47-4df9-98e3-adb46967e275,0,P,1217980800000,1249516800000,1499,136.27000000000001,0,1,1,0,1,
14,Australia,0,Ergo Strategy Pty Ltd,535ff13b-cfbf-4556-afc4-2090902a1b06,AUD,4,1,076ee38e-8e8f-44ac-9704-3149eeb4043c,0,P,1246320000000,1277942400000,1499,136.27000000000001,0,1,1,0,1,
15,Australia,0,Freshworks,c8295be0-74ed-4fc5-9e65-bae35f11f273,AUD,,1,be843a2b-471b-44bb-bacc-7252ed14d546,0,P,1219190400000,1250726400000,1499,136.27000000000001,0,1,1,0,1,
16,Australia,0,Galileo Kaleidoscope Pty Ltd,5ebe9380-e3ec-42f6-8717-605728ad7a7e,AUD,4,1,4e2708db-0c1e-48c7-8f5c-d3c9db63fdf2,0,P,1242864000000,1274400000000,7495,681.36000000000001,0,1,5,0,5,
17,Australia,0,GfK Australia Pty Ltd,c5237417-33d4-4ef5-ac77-2064fb5dc6c8,AUD,,1,d2ec0143-743c-42a3-b502-8459de95abb5,0,P,1234742400000,1268697600000,1499,136.27000000000001,0,1,1,0,1,
18,Australia,0,Greenhill Research,6d792562-a08b-45b2-9a64-6f2c7c8e5172,AUD,,1,d022c696-00f2-4a20-9c12-6c26804eac5e,0,P,1243814400000,1275350400000,1499,136.27000000000001,0,1,1,0,1,
19,Australia,1,Inner Perspective,1a40d1bd-1b44-4fc8-9170-452f882e2101,AUD,,0,150eac21-241d-468b-a0a4-8acad5a7fd24,0,P,1229472000000,1263686400000,1499,136.27000000000001,0,0,1,0,0,
20,Australia,0,IPSOS - Australia,35138c88-9363-4341-8d32-d3b738dee6ff,AUD,,1,ddf1af1d-cb0c-4038-8cd1-ae018a027636,0,P,1246924800000,1278460800000,10493,953.90999999999997,0,1,7,0,7,
21,Australia,0,Jigsaw Strategic Research (Australia),7f5db4b9-dea6-442f-b876-781305ab9030,AUD,4,1,f152eda0-b17e-4882-9a11-2e1c5e1dcb57,0,P,1234742400000,1266796800000,7495,681.36000000000001,0,1,5,0,5,
22,Australia,0,BDRC Australia,98aef60e-be3e-4b56-a638-b5b0f28db7c2,AUD,4,1,997bede2-6875-43cb-8552-20f72ad6b62f,0,P,1224979200000,1263427200000,7495,681.36000000000001,0,1,5,0,5,
23,Australia,0,Lewers Research,d61f988b-4785-4bd2-9731-e92a50d96257,AUD,4,1,518cff67-280f-4c51-b50d-eb913c4a474d,0,P,1235520000000,1269475200000,7495,681.36000000000001,0,1,5,0,5,
24,Australia,0,Market Logic Asia Pty Ltd,3524db2f-a851-4933-aae5-40ba614275c4,AUD,4,1,354903f5-7b2e-468f-8775-4aa1fccbb207,0,P,1239148800000,1270684800000,1499,136.27000000000001,0,1,1,0,1,
25,Australia,0,McNair Ingenuity,59520db9-940f-409b-bed3-607a8b80c21d,AUD,,1,86757b33-249a-41e5-a8b1-96ac9ccef671,0,P,1246838400000,1278374400000,1499,136.27000000000001,0,1,1,0,1,
26,Australia,0,Nature Pty Ltd,32fd5994-b46f-4851-9c1d-256b673818f6,AUD,4,1,6e95d7ef-e6d9-4047-a5fe-b5d97d9d0083,0,P,1236556800000,1269216000000,1499,136.27000000000001,0,1,1,0,1,
27,Australia,0,Nature Pty Ltd,32fd5994-b46f-4851-9c1d-256b673818f6,AUD,4,1,6e95d7ef-e6d9-4047-a5fe-b5d97d9d0083,1,P,1236556800000,1269216000000,1499,136.27000000000001,0,1,1,0,1,
28,Australia,1,OmniPoll Pty Ltd,6295cd9a-b137-48b0-9e0a-9b4e30293032,AUD,4,0,c58e8517-7a39-4cbf-bdea-c037bf252612,0,P,1247702400000,1281052800000,13491,1226.4500000000001,0,1,9,0,0,
29,Australia,0,OmnicomMediaGroup,b8f57a47-cd48-4212-a72c-7a114535b4a6,AUD,,1,0a7118e8-006e-4ef8-876c-49a292023cf1,0,P,1224201600000,1255737600000,1499,136.27000000000001,0,1,1,0,1,
30,Australia,0,OmnicomMediaGroup,b8f57a47-cd48-4212-a72c-7a114535b4a6,AUD,,1,0a7118e8-006e-4ef8-876c-49a292023cf1,1,P,1224201600000,1255737600000,1499,136.27000000000001,0,1,1,0,1,
31,Australia,0,OmnicomMediaGroup,b8f57a47-cd48-4212-a72c-7a114535b4a6,AUD,,1,0a7118e8-006e-4ef8-876c-49a292023cf1,2,P,1224201600000,1255737600000,1499,136.27000000000001,0,1,1,0,1,
32,Australia,0,Pernod Ricard Australia (Pernod Ricard Winemakers Pty Ltd),c5564d1b-1c4b-4738-93fb-29841381750d,AUD,,0,bdda1a43-ee9a-4154-9707-711711cc59ad,0,B,1235520000000,1267056000000,0,0,0,1,5,0,0,
33,Australia,0,Pollinate,c55db45d-669f-465a-a0d1-fc4d9ff4a144,AUD,4,1,9f809c51-7526-4856-ac50-ec5d7e11d034,0,P,1228348800000,1259884800000,7495,681.36000000000001,0,1,5,0,5,
34,Australia,0,Research Now - Australia,9a25286e-a94a-4f9a-8fcf-4dd105d106db,AUD,,1,ac9d7648-a804-4849-8d6e-acda98b8461e,0,P,1220918400000,1255046400000,1499,136.27000000000001,0,1,1,0,1,
35,Australia,0,Ruby Cha Cha,c880038b-dcc4-4113-83bb-c9eafada3173,AUD,,1,ebc687fc-494f-4e74-84d4-e88dbf2e316c,0,P,1219017600000,1250553600000,1499,136.27000000000001,0,1,1,0,1,
36,Australia,0,Ruby Cha Cha,c880038b-dcc4-4113-83bb-c9eafada3173,AUD,,1,ebc687fc-494f-4e74-84d4-e88dbf2e316c,1,P,1229904000000,1262822400000,1499,136.27000000000001,0,1,1,0,1,
37,Australia,0,Ruby Cha Cha,c880038b-dcc4-4113-83bb-c9eafada3173,AUD,,1,ebc687fc-494f-4e74-84d4-e88dbf2e316c,2,P,1235520000000,1269475200000,1499,136.27000000000001,0,1,1,0,1,
38,Australia,0,Ruby Cha Cha,c880038b-dcc4-4113-83bb-c9eafada3173,AUD,,1,ebc687fc-494f-4e74-84d4-e88dbf2e316c,3,P,1241395200000,1272931200000,1499,136.27000000000001,0,1,1,0,1,
39,Australia,0,Sensory Solutions,04a3ea70-c28a-41d6-8326-10c8babde525,AUD,4,1,22fc194a-e31a-4424-a60c-b9ca4579c1dd,0,P,1237248000000,1271462400000,1499,136.27000000000001,0,1,1,0,1,
40,Australia,0,Stancombe Research & Planning Pty Ltd,45e40141-845b-495a-8aa6-0802ecfade93,AUD,,1,fe3c4ae4-e44c-4a10-b41b-2456e52505da,0,P,1217980800000,1249516800000,1499,136.27000000000001,0,1,1,0,1,
41,Australia,0,Stancombe Research & Planning Pty Ltd,45e40141-845b-495a-8aa6-0802ecfade93,AUD,,1,fe3c4ae4-e44c-4a10-b41b-2456e52505da,1,P,1217980800000,1249516800000,1499,136.27000000000001,0,1,1,0,1,
42,Australia,0,Stokes Mischewski Pty Ltd,d990118e-d832-44a8-a3a3-f39ef992f639,AUD,4,1,96eb4b1c-8a63-46e5-84f9-bd5cc06ec973,0,P,1220832000000,1252368000000,2998,299.80000000000001,0,1,2,0,2,
43,Australia,0,Stollznow Research,aa48a418-a9bd-4f03-980a-15a16fb59d25,AUD,,1,2281b8e2-0b5c-4341-832e-07fe05a56573,0,P,1219190400000,1253404800000,1499,136.27000000000001,0,1,1,0,1,
44,Australia,0,Stollznow Research,aa48a418-a9bd-4f03-980a-15a16fb59d25,AUD,,1,2281b8e2-0b5c-4341-832e-07fe05a56573,1,B,1235001600000,1266537600000,849,77.180000000000007,0,1,1,0,1,
45,Australia,0,Ernst and Young Services Pty Ltd,edb6a616-4948-4ea9-8fe2-64ee125f9cd1,AUD,4,1,d9e2a97d-8489-4f65-8ed5-95353ef0e4af,0,P,1235520000000,1269475200000,1499,136.27000000000001,0,1,1,0,1,
46,Australia,0,Ernst and Young Services Pty Ltd,edb6a616-4948-4ea9-8fe2-64ee125f9cd1,AUD,4,1,d9e2a97d-8489-4f65-8ed5-95353ef0e4af,1,P,1235520000000,1269475200000,1499,136.27000000000001,0,1,1,0,1,
47,Australia,0,Taverner Research,a65b7a1d-e47d-48a1-811a-e4478bdb18dd,AUD,4,1,bd2c96ba-5c35-411d-b677-1c57dbf7076f,0,P,1244592000000,1273622400000,1499,136.27000000000001,0,1,1,0,1,
48,Australia,0,The Leading Edge,4b68678a-94ae-4141-88aa-84bc37c2190d,AUD,704,1,4456a084-f684-499d-a657-500c0adb7bb3,0,P,1239148800000,1271030400000,23984,2180.3600000000001,0,1,16,0,16,
49,Australia,0,TKP (The Klein Partnership),c25c7958-e33d-4969-88e0-3dfb24260f1c,AUD,,1,8c211e8f-7624-469e-9ebf-545d38c4eb70,0,P,1218153600000,1252368000000,1499,136.27000000000001,0,1,1,0,1,
50,Australia,0,TKP (The Klein Partnership),c25c7958-e33d-4969-88e0-3dfb24260f1c,AUD,,1,8c211e8f-7624-469e-9ebf-545d38c4eb70,1,P,1218153600000,1252368000000,1499,136.27000000000001,0,1,1,0,1,
51,Australia,0,TKP (The Klein Partnership),c25c7958-e33d-4969-88e0-3dfb24260f1c,AUD,,1,8c211e8f-7624-469e-9ebf-545d38c4eb70,2,B,1235001600000,1266451200000,849,77.180000000000007,0,1,1,0,1,
52,Australia,0,TKP (The Klein Partnership),c25c7958-e33d-4969-88e0-3dfb24260f1c,AUD,,1,8c211e8f-7624-469e-9ebf-545d38c4eb70,3,B,1235001600000,1266451200000,849,77.180000000000007,0,1,1,0,1,
53,Australia,0,Westpac,90fb4db3-73b9-48b2-be7d-1760f0ed5ef2,AUD,,1,ef035c29-565b-4f9f-aa13-16b5a2a2e3ef,0,P,1246492800000,1278028800000,1499,136.27000000000001,0,1,1,0,1,
55,United Kingdom,0,The Buzzz Ltd,3d72c535-7391-4efd-ab84-3eb758abb3ab,AUD,4,1,56cfd2bb-db16-4878-8895-18d1640d0e0b,0,P,1248048000000,1279584000000,1499,0,0,1,1,0,1,
56,United Kingdom,0,The Buzzz Ltd,3d72c535-7391-4efd-ab84-3eb758abb3ab,AUD,4,1,56cfd2bb-db16-4878-8895-18d1640d0e0b,1,P,1248048000000,1279584000000,1499,0,0,1,1,0,1,
57,United Kingdom,0,The Buzzz Ltd,3d72c535-7391-4efd-ab84-3eb758abb3ab,AUD,4,1,56cfd2bb-db16-4878-8895-18d1640d0e0b,2,B,1248048000000,1279584000000,849,0,0,1,1,0,1,
58,United Kingdom,0,The Buzzz Ltd,3d72c535-7391-4efd-ab84-3eb758abb3ab,AUD,4,1,56cfd2bb-db16-4878-8895-18d1640d0e0b,3,B,1248048000000,1279584000000,849,0,0,1,1,0,1,
60,Australia,0,Nature Pty Ltd,32fd5994-b46f-4851-9c1d-256b673818f6,AUD,4,1,af8bbd50-2ce5-43bb-bdf3-90adffb9e6d9,0,P,1247788800000,1279324800000,1499,136.27000000000001,0,1,1,0,1,
61,Australia,0,Nature Pty Ltd,32fd5994-b46f-4851-9c1d-256b673818f6,AUD,4,1,af8bbd50-2ce5-43bb-bdf3-90adffb9e6d9,1,P,1247788800000,1279324800000,1499,136.27000000000001,0,1,1,0,1,
62,Australia,1,Jan Kurianski,66826e1b-230e-489f-a885-93f9577dcac2,AUD,627,0,3066175f-fb10-4a0c-a74d-82c1a7d0633c,0,P,1248220800000,1279756800000,0.01,0,0,0,1,0,0,
63,Australia,1,Stancombe Research & Planning Pty Ltd,45e40141-845b-495a-8aa6-0802ecfade93,AUD,,0,f9963973-7a4c-47c3-b0b4-014b3edb30d7,0,P,1248912000000,1281052800000,1499,136.27000000000001,0,0,1,0,0,
64,Australia,1,Stancombe Research & Planning Pty Ltd,45e40141-845b-495a-8aa6-0802ecfade93,AUD,,0,f9963973-7a4c-47c3-b0b4-014b3edb30d7,1,P,1248912000000,1281052800000,1499,136.27000000000001,0,0,1,0,0,
65,Australia,0,EMRS,9fb04c8c-49e5-4ced-b1c5-450fe703e876,AUD,,1,cde4e968-53d9-4452-ad61-98ed14b88bee,0,P,1249430400000,1280966400000,1499,136.27000000000001,0,1,1,0,1,
66,Australia,0,D&M Research Pty Limited,386e23d5-3815-442c-89d9-39df6fbe61e7,AUD,,1,8b6c15bb-cb74-4c72-aeb1-7beffb8d17a0,0,P,1249516800000,1281052800000,1499,136.27000000000001,0,1,1,0,1,
67,Australia,0,Stancombe Research & Planning Pty Ltd,45e40141-845b-495a-8aa6-0802ecfade93,AUD,,1,01e9db92-cc27-4945-b92f-639991d29eb5,0,P,1249516800000,1281052800000,1499,136.27000000000001,0,1,1,0,1,
68,Australia,0,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,1,54c0da9c-e438-4278-897c-dcd9dbe7dd26,0,P,1249516800000,1285977600000,1499,136.27000000000001,0,1,1,0,1,
69,Australia,0,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,1,54c0da9c-e438-4278-897c-dcd9dbe7dd26,1,P,1249516800000,1285977600000,1499,136.27000000000001,0,1,1,0,1,
70,Australia,0,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,1,54c0da9c-e438-4278-897c-dcd9dbe7dd26,2,B,1249516800000,1285977600000,849,77.180000000000007,0,1,1,0,1,
71,Australia,0,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,1,54c0da9c-e438-4278-897c-dcd9dbe7dd26,3,B,1249516800000,1285977600000,849,77.180000000000007,0,1,1,0,1,
72,Australia,0,Blackmarket Research,d00a2ce7-7822-43bf-94ba-76f3d06b99c4,AUD,,1,3da19466-93a8-4144-97d2-a86340c54346,0,P,1249603200000,1281139200000,1499,136.27000000000001,0,1,1,0,1,
73,Australia,0,MindShare Australia,329be9e7-6682-4688-ab25-6284a031cf41,AUD,,1,35fc3a7e-0768-4787-9970-2e8e14731296,0,P,1249603200000,1281139200000,1499,136.27000000000001,0,1,1,0,1,
74,Australia,0,Sinclair Knight Merz Australia,78721373-ef64-452b-ab7a-afa7a64c5a22,AUD,,1,e82e1492-8db6-4ae0-b425-91934cf648fa,0,P,1250035200000,1281571200000,1499,136.27000000000001,0,1,1,0,1,
75,Australia,0,Sinclair Knight Merz Australia,78721373-ef64-452b-ab7a-afa7a64c5a22,AUD,,1,e82e1492-8db6-4ae0-b425-91934cf648fa,1,P,1250035200000,1281571200000,1499,136.27000000000001,0,1,1,0,1,
76,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,fc13f193-3486-4779-b92e-e33fed1d9f65,0,P,1250035200000,1281571200000,0,0,0,0,1,0,0,
77,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,ec96ef5d-4441-432e-b25e-1307e5fed188,0,P,1250035200000,1281571200000,0,0,0,1,1,0,0,
78,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,ec96ef5d-4441-432e-b25e-1307e5fed188,1,P,1250035200000,1281571200000,0,0,0,1,1,0,0,
79,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,ec96ef5d-4441-432e-b25e-1307e5fed188,2,P,1250035200000,1281571200000,0,0,0,1,1,0,0,
80,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,ec96ef5d-4441-432e-b25e-1307e5fed188,3,P,1250035200000,1281571200000,0,0,0,1,1,0,0,
81,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,ec96ef5d-4441-432e-b25e-1307e5fed188,4,P,1250035200000,1281571200000,0,0,0,1,1,0,0,
82,Australia,0,Pacific Brands,3794bc4e-fd30-4e00-a3d1-d739c8b04440,AUD,,1,596932ad-f95f-40b0-812f-3c5f27b8aa3d,0,P,1250208000000,1281744000000,1499,136.27000000000001,0,1,1,0,1,
83,Australia,0,Pacific Brands,3794bc4e-fd30-4e00-a3d1-d739c8b04440,AUD,,1,596932ad-f95f-40b0-812f-3c5f27b8aa3d,1,P,1250208000000,1281744000000,1499,136.27000000000001,0,1,1,0,1,
84,Australia,0,Ernst and Young Services Pty Ltd,edb6a616-4948-4ea9-8fe2-64ee125f9cd1,AUD,4,1,31563e2b-529d-4987-b51f-ddd9d179131b,0,P,1250208000000,1269475200000,2623.25,238.47999999999999,0,1,5,0,5,
85,Australia,1,Ruby Cha Cha,c880038b-dcc4-4113-83bb-c9eafada3173,AUD,,0,f8639462-4968-4afa-9395-a22a68994946,0,P,1250553600000,1282089600000,1499,136.27000000000001,0,0,1,0,0,
86,Australia,0,Freshworks,c8295be0-74ed-4fc5-9e65-bae35f11f273,AUD,,1,3590e570-6f40-49b7-bc77-9014e32ddcb5,0,P,1250726400000,1282262400000,1499,136.27000000000001,0,1,1,0,1,
87,Australia,0,Yellow Door International,fd456909-da72-47c6-ad20-ccedeee0d50d,AUD,,1,33efd974-9180-47e9-81e6-91f872a5896e,0,P,1250467200000,1283472000000,1499,136.27000000000001,0,1,1,0,1,
88,Australia,0,Yellow Door International,fd456909-da72-47c6-ad20-ccedeee0d50d,AUD,,1,33efd974-9180-47e9-81e6-91f872a5896e,1,P,1250467200000,1283472000000,1499,136.27000000000001,0,1,1,0,1,
94,Australia,0,OmniPoll Pty Ltd,6295cd9a-b137-48b0-9e0a-9b4e30293032,AUD,4,1,a2fba6ad-29b0-4bbf-9fe4-4ec6ce4a29c0,0,P,1281052800000,1312588800000,13491,1226.4500000000001,0,1,9,0,9,
98,Australia,0,Aquion Pty Ltd (on behalf of St George),2568527d-6dbb-421b-a527-d29d551f2a13,AUD,627,1,d09d1cae-98bf-4336-8717-1933cf2ec940,0,P,1250726400000,1282262400000,7495,681.36000000000001,0,1,5,0,5,
99,Australia,0,Stollznow Research,aa48a418-a9bd-4f03-980a-15a16fb59d25,AUD,,1,1043e7aa-2c53-466e-b6e3-8b1721157b42,0,P,1253404800000,1284940800000,1499,136.27000000000001,0,0,1,0,1,0
100,Australia,0,News Limited,db3ab02f-5d3b-4b4d-8408-62cb50b81aa4,AUD,,1,426e1bac-f9bb-4154-82e6-b707d0be5c55,0,P,1251072000000,1282608000000,1499,136.27000000000001,0,1,1,0,1,
101,Australia,0,Australian Pork Limited,a29b551b-369f-40a6-9cc5-9e9618191b8b,AUD,,1,c729a43f-0b29-47c2-b02e-d1c9d00ea961,0,P,1251072000000,1282608000000,1499,136.27000000000001,0,1,1,0,1,
102,Australia,0,Stokes Mischewski Pty Ltd,d990118e-d832-44a8-a3a3-f39ef992f639,AUD,4,1,d6e2174a-14d8-4226-a912-9cacaf3132c7,0,P,1252368000000,1283904000000,2998,272.55000000000001,1,1,2,2,0,
103,Australia,0,oOh! Media,17008080-9e7c-410e-a727-eebb4c8f261a,AUD,,1,90652446-3421-48a7-87c2-3fb1c61a5b44,0,P,1251763200000,1283299200000,1499,136.27000000000001,0,1,1,0,1,
104,Australia,0,oOh! Media,17008080-9e7c-410e-a727-eebb4c8f261a,AUD,,1,90652446-3421-48a7-87c2-3fb1c61a5b44,1,P,1251763200000,1283299200000,1499,136.27000000000001,0,1,1,0,1,
105,Australia,0,oOh! Media,17008080-9e7c-410e-a727-eebb4c8f261a,AUD,,1,90652446-3421-48a7-87c2-3fb1c61a5b44,2,P,1251763200000,1283299200000,1499,136.27000000000001,0,1,1,0,1,
106,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,04b2b45b-1805-4e76-b7be-3604d7d9354e,0,P,1251763200000,1283299200000,0,0,0,1,1,0,0,
107,Australia,0,TKP (The Klein Partnership),c25c7958-e33d-4969-88e0-3dfb24260f1c,AUD,,1,11d960ed-110f-4844-87dd-fa37ccf634ed,0,P,1252368000000,1283904000000,1499,136.27000000000001,0,1,1,0,1,
108,Australia,0,TKP (The Klein Partnership),c25c7958-e33d-4969-88e0-3dfb24260f1c,AUD,,1,11d960ed-110f-4844-87dd-fa37ccf634ed,1,P,1252368000000,1283904000000,1499,136.27000000000001,0,1,1,0,1,
109,Australia,0,Stancombe Research & Planning Pty Ltd,45e40141-845b-495a-8aa6-0802ecfade93,AUD,,1,612c8d12-130b-491e-ba4f-f934386d74fb,0,P,1252368000000,1283904000000,1499,136.27000000000001,0,1,1,0,1,
110,Australia,0,Key Research - Australia 1,634a3b54-3fab-46c9-9110-ac9ca101148a,AUD,,1,ed60e8d2-7b8f-4dd4-93ae-cca269ad2f51,0,P,1252454400000,1283990400000,1499,136.27000000000001,0,1,1,0,1,
111,Australia,0,Research Now - Australia,9a25286e-a94a-4f9a-8fcf-4dd105d106db,AUD,,1,94ee81e9-c952-4be9-b010-fdb482504b72,0,P,1255046400000,1286582400000,1499,136.27000000000001,0,1,1,0,1,
112,Australia,0,Analytical Thinking,53bcbcb5-bd71-45c7-a836-2035b4fc471a,AUD,,1,749bce73-b386-4384-a184-f64d14d7cb4c,0,P,1253232000000,1284768000000,1499,136.27000000000001,0,1,1,0,1,
113,Australia,0,AMR Australia,5072088a-5e82-4024-b1d1-b159d7cae07c,AUD,,1,855e2860-2faf-42dd-8bfb-e7e03adcf81e,0,P,1257897600000,1289433600000,7495,681.36000000000001,0,1,5,0,5,
114,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,26aa5ecb-8533-4392-80d8-d5ac1f44b459,0,P,1252627200000,1284163200000,0,0,0,0,1,0,0,
115,Australia,1,Numbers International,736830bb-533e-419d-a6ae-764a0c09b3ef,AUD,4,0,26aa5ecb-8533-4392-80d8-d5ac1f44b459,1,P,1252627200000,1284163200000,0,0,0,0,1,0,0,
116,Australia,0,George Weston Foods,d2b11910-b148-4d3d-815b-4dab19e8f3e8,AUD,704,1,a6ce4adb-5650-441c-8d62-8a13a8bbb120,0,B,1253059200000,1284595200000,4245,385.91000000000002,0,1,5,0,5,
117,Australia,0,Blue Sculpture,c9eba4df-ae79-4fc3-856d-c3edb28116d5,AUD,4,1,623087c4-ef4e-4f5c-8748-0bc1daea84dd,0,P,1253145600000,1287273600000,1499,136.27000000000001,0,1,1,0,1,
118,Australia,0,GfK Australia Pty Ltd,c5237417-33d4-4ef5-ac77-2064fb5dc6c8,AUD,,1,210f0bcd-8ed4-47f3-92b3-a405564d75e0,0,P,1253232000000,1285286400000,1499,136.27000000000001,0,1,1,0,1,
119,Australia,0,Wrigley - Australia,6fa106fb-dfdc-430f-9dad-86407ae4d821,AUD,4,0,c0b6716e-9104-44a3-89a4-c94d0c522d2a,0,B,1253577600000,1285804800000,0,0,0,1,2,0,0,
120,Australia,1,Wrigley - Australia,6fa106fb-dfdc-430f-9dad-86407ae4d821,AUD,4,0,690514a9-3380-4819-a6fb-e75e00af13ba,0,P,1254268800000,1285804800000,0,0,0,0,3,0,0,
121,Australia,0,Wrigley - Australia,6fa106fb-dfdc-430f-9dad-86407ae4d821,AUD,4,0,eb0a721c-9228-444e-ae95-150c5ab50e6d,0,P,1254268800000,1285804800000,0,0,0,1,3,0,0,
122,Australia,1,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,0,08a6cbf2-9167-4dd1-9c8d-ca685e26a61f,0,P,1254441600000,1285977600000,3543.77,322.16000000000003,0,0,5,0,0,
123,Australia,1,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,0,08a6cbf2-9167-4dd1-9c8d-ca685e26a61f,1,P,1281052800000,1312588800000,1499,136.27000000000001,0,0,1,0,0,
124,Australia,1,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,0,08a6cbf2-9167-4dd1-9c8d-ca685e26a61f,2,P,1281052800000,1312588800000,1499,136.27000000000001,0,0,1,0,0,
125,Australia,1,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,0,08a6cbf2-9167-4dd1-9c8d-ca685e26a61f,3,B,1281052800000,1312588800000,849,77.180000000000007,0,0,1,0,0,
126,Australia,1,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,0,08a6cbf2-9167-4dd1-9c8d-ca685e26a61f,4,B,1281052800000,1312588800000,849,77.180000000000007,0,0,1,0,0,
127,Australia,1,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,0,fbbd8d39-bd44-4f81-a43b-9f73ab3f7513,0,P,1285977600000,1317513600000,3543.77,322.16000000000003,0,0,5,0,0,
128,Australia,0,Auspoll,0f5f1e5d-4bc9-40fd-b7f8-ecfdb01f0f1d,AUD,,1,b1d151f2-a4f5-4b58-998d-c38fb9356a1c,0,P,1254441600000,1285977600000,3543.77,322.16000000000003,0,1,6,0,6,
